req_type,cpu_bw,memory,msg_per_sec,msg_t_mean,msg_t_std,rx_bytes,tx_bytes,mal_count_total,mal_time_max,mal_time_total,mal_ft_max,mal_test_complete,rx_packets,if_in_tx_packets
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,316.6087796694104,1.8886765480041503,7.189878458211664,101328531.0,951910.0,10000,500.560998916626,36.08798789978027,0.0,0,10037.0,13817.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,332.3586227182112,2.7652070045471198,0.6408253521948261,101343942.0,714640.0,10000,38.11502456665039,40.04711389541626,0.0,0,10024.0,10222.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,329.4071951579364,2.809794545173645,0.6239111270074106,101447282.0,711460.0,10000,39.64495658874512,40.0473690032959,0.0,0,10028.0,10174.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,333.10683339787573,2.73960862159729,0.6582702098132037,101356346.0,716410.0,10000,38.06304931640625,40.174689054489136,0.0,0,10036.0,10249.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,330.0240395723806,2.606495881080628,0.9456301431420826,101216331.0,760090.0,10000,37.12201118469238,40.04647493362427,0.0,0,10030.0,10911.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,334.76336260286485,2.702614617347717,0.7663094309609101,101326402.0,727060.0,10000,39.1080379486084,33.04209518432617,0.0,0,10026.0,10410.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.2,512,335.2275701734945,2.6968597650527952,0.7296250419517727,101316221.0,723682.0,10000,40.05599021911621,35.038761138916016,0.0,0,10031.0,10359.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1433.9468989214213,3392.114656710625,1965.3981967510208,1992799.0,118264.0,10000,5596.545934677124,12.01601505279541,0.0,0,2085.0,1186.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1443.710555981034,3361.200286436081,1958.156329394199,1992493.0,119494.0,10000,5550.995111465454,15.020776987075806,5.925879001617432,False,2093.0,1205.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1437.3619158227546,3418.9019996881484,1971.2521592177477,1991034.0,117142.0,10000,5629.247188568115,10.01337194442749,0.0,0,2078.0,1169.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1444.6660502424222,3542.5684962749483,2016.8045138247396,1991505.0,116878.0,10000,5789.87979888916,12.016510009765623,0.0,0,2075.0,1165.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1426.6957400333783,3636.826262497902,2004.3872305478635,1989324.0,117130.0,10000,5854.117155075073,15.019258975982666,6.7563440799713135,False,2055.0,1169.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1358.2415175399774,3637.369118976593,1907.3381016502676,1992733.0,120220.0,10000,5754.217863082886,16.031455039978027,6.853461980819702,False,2109.0,1216.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1441.5771374325943,3483.724154448509,1994.6148081554725,1992667.0,120904.0,10000,5707.35502243042,11.015239000320436,0.0,0,2102.0,1226.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1441.484243114095,3431.363790822029,1991.900107419106,1992623.0,120112.0,10000,5689.968824386597,14.01816701889038,0.0,0,2097.0,1214.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1419.155114423015,3652.403496146202,2003.822735217808,1994326.0,120838.0,10000,5897.050857543945,13.018490076065063,0.0,0,2138.0,1225.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1444.4698756185992,3246.4645306110383,1942.0485879700464,1993497.0,119452.0,10000,5437.533855438232,13.016648054122925,0.0,0,2111.0,1204.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1445.3365206999815,2940.7784484148024,1857.5184516652391,1992623.0,119452.0,10000,5081.889152526856,11.014705896377563,0.0,0,2094.0,1204.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1442.9983511309154,2950.529876422882,1872.2653052172293,1992839.0,118900.0,10000,5129.495143890381,16.02204394340515,5.417371034622192,False,2103.0,1196.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1363.001500427849,3063.065176320076,1804.6611165925983,1993164.0,122464.0,10000,5132.179021835327,15.15522813796997,6.103801012039185,False,2126.0,1250.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1442.5919758559112,3486.9098264217378,1991.655517329984,1990493.0,115822.0,10000,5731.619119644165,11.508155107498167,0.0,0,2056.0,1149.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1442.881497273568,3470.417673897743,1990.451433982936,1990794.0,119890.0,10000,5697.591066360474,18.02520990371704,6.541834115982056,False,2087.0,1211.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1445.900340561725,3294.530848479271,1942.5884683920835,1993200.0,118990.0,10000,5494.462013244629,13.01780390739441,0.0,0,2105.0,1197.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1447.7398945829043,3508.3927711486817,2004.5185518906487,1992452.0,118264.0,10000,5773.222208023071,13.017659902572632,0.0,0,2090.0,1186.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1325.402142230559,3602.912635421753,1848.8058937224116,1992251.0,118570.0,10000,5622.972965240479,19.068443059921265,6.555176973342896,False,2092.0,1191.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1433.7264731565626,3364.022328853607,1936.8490293978773,1990357.0,118174.0,10000,5559.377908706665,19.025350093841556,6.477927923202515,False,2060.0,1185.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,64,1444.2956865726735,3524.680833673477,2000.9245040680428,1992205.0,118174.0,10000,5771.094083786011,17.022340059280396,6.869050025939941,False,2091.0,1185.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,476.9101970302519,4175.749341535568,2580.505519434395,2146627.0,268808.0,10000,20494.946002960205,29.039627075195312,0.0,0,3582.0,2860.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,477.40380720266586,4932.825384187699,2608.2757061526786,2123641.0,244102.0,10000,20290.250062942505,31.04132413864136,21.0241539478302,True,3232.0,2485.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,477.1980488224006,4922.245181012154,2611.727550017508,2126188.0,245084.0,10000,20307.679891586304,25.03340101242065,21.163068056106567,True,3254.0,2500.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,478.7201271015962,4954.165419006347,2607.9860502283486,2138188.0,269570.0,10000,20360.45289039612,26.034130096435547,21.0587420463562,True,3488.0,2871.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,466.2048749668906,4973.7697150707245,2512.4587254711164,2136684.0,258576.0,10000,20644.98805999756,30.248422145843502,21.37084698677063,True,3396.0,2704.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,243.96578035215728,4946.419371199608,3587.7255557418,2147023.0,254774.0,10000,40270.85113525391,53.06624794006348,8.216453075408936,False,3370.0,2645.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,244.2319850055458,5035.973176431656,3591.729542069842,2138801.0,252008.0,10000,40318.1300163269,50.063805103302,8.500037908554077,False,3328.0,2604.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,478.1029992667567,4886.82628364563,2590.0659669026104,2129770.0,249658.0,10000,20229.83407974243,32.04397702217102,20.67932891845703,True,3320.0,2569.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,477.1419227223303,4987.125580024719,2613.812068962033,2139605.0,262640.0,10000,20360.99600791931,25.03162407875061,21.051543951034542,True,3459.0,2766.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,435.5822470832047,4643.307682299614,2630.084598084989,2132290.0,252770.0,10000,20993.44110488892,31.05180191993713,0.0,0,3347.0,2617.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,478.09520613551626,4823.721401405334,2621.833599928479,2130815.0,249416.0,10000,20199.291944503784,31.041059970855716,20.63558292388916,True,3339.0,2566.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,240.21821183229605,5289.182245087623,3509.957220029038,2141581.0,250052.0,10000,41002.21395492554,47.060559034347534,8.821882963180542,False,3329.0,2574.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,465.5388789135674,4761.123840856552,2620.2350608046763,2128172.0,252680.0,10000,20708.28413963318,29.044291019439697,21.66574501991272,True,3321.0,2616.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,477.6077417040401,4928.027238202095,2510.373811468116,2148975.0,274760.0,10000,20292.726039886475,32.05120801925659,20.78774690628052,True,3651.0,2950.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,435.9087126982489,4718.369550657272,2628.0699883213792,2133554.0,254168.0,10000,21033.35189819336,32.042799949646,21.30733299255371,True,3371.0,2638.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,467.496418238306,5096.747868490219,2503.220752565886,2128130.0,248402.0,10000,20772.886037826534,24.296934127807617,21.53026509284973,True,3306.0,2551.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,436.0434006599726,4697.7298176288605,2648.651263485224,2129142.0,249122.0,10000,21044.59404945373,32.04167699813843,0.0,0,3341.0,2563.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,466.4105545884533,4775.398840022087,2635.715859304052,2127043.0,247838.0,10000,21269.24085617065,30.03983902931213,21.62723398208618,True,3304.0,2543.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,472.10307192334807,4947.354427051544,2515.925131620599,2129546.0,253982.0,10000,20423.754930496216,33.041491985321045,21.4032781124115,True,3336.0,2635.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,64,471.6374225243532,5181.087369251251,2554.0836049790128,2132262.0,254576.0,10000,20719.990015029907,28.046688079833984,0.0,0,3369.0,2644.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.8501184388151,5333.741701555252,2324.4390001901543,839510.0,94546.0,10000,7916.298866271973,17.028027057647705,765009244.717802,False,1068.0,827.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.3717731076997,4839.735870838165,2276.806769312308,840326.0,96286.0,10000,7411.865949630737,15.02158498764038,-2833682558.400154,False,1080.0,853.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1195.5826281265824,4747.187467551232,2246.199789746824,839114.0,95020.0,10000,7298.4678745269775,15.020713090896606,-1195227051.696645,False,1062.0,834.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1128.0172037856353,5277.205143427849,2316.8431072569697,841160.0,97318.0,10000,7875.39792060852,20.02478313446045,315517944.794029,False,1093.0,869.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1193.3626984362277,4834.091898679733,2292.888106306736,838652.0,94348.0,10000,7423.2001304626465,17.022687196731567,608879478.465451,False,1055.0,824.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1195.6444864843954,4756.873654270172,2262.833389702268,838412.0,95362.0,10000,7326.001882553101,13.017579078674316,0.0,0,1051.0,839.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1194.5614766238784,5248.290136528015,2302.97925336418,838718.0,95206.0,10000,7818.088054656982,17.250301122665405,-6045556770.476509,False,1056.0,837.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1150.2600841894252,5150.096813631058,2307.4678203108747,839840.0,95140.0,10000,7729.918956756592,21.03730583190918,-1315223727.228106,False,1073.0,836.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.403061018524,4734.982967877388,2272.0273167565383,838718.0,95998.0,10000,7306.128025054932,15.019243001937866,-252176915.39097092,False,1056.0,849.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.3015423039517,4751.188767027855,2279.1896740344328,839006.0,95032.0,10000,7328.975200653076,13.016557931900024,0.0,0,1060.0,834.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.936326504794,4810.497242975235,2286.192048636037,837554.0,94834.0,10000,7388.813018798828,15.020248889923096,-4147482042.7834873,False,1038.0,831.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.590076959419,4777.103666305542,2265.659051135787,840194.0,96946.0,10000,7335.462093353271,13.018043994903564,0.0,0,1078.0,863.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1194.06095378855,4795.679846167564,2260.5151580391416,838454.0,94876.0,10000,7350.672960281372,16.020818948745728,515836274.8732331,False,1052.0,832.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.8254898512953,4759.375459122658,2278.434575082801,839774.0,96922.0,10000,7344.970941543579,19.026526927948,1282417657.622493,False,1072.0,863.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1192.6816737838024,4762.237812900543,2244.497492778883,840062.0,95494.0,10000,7290.382146835327,12.015532970428469,0.0,0,1076.0,841.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1191.9332033801618,4725.5246318817135,2262.9117260932867,839708.0,97846.0,10000,7285.831928253174,17.023741006851196,1556926202.501583,False,1071.0,877.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1191.8837519599724,4758.496175599098,2236.911072907633,838916.0,95404.0,10000,7275.826930999756,19.023255109786987,-516718339.1190779,False,1059.0,840.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1193.8817681024004,4967.249427628517,2306.160732573473,839906.0,95470.0,10000,7570.575952529907,19.024616956710812,49320171.1145761,False,1074.0,841.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1191.7539107096077,4874.747617602348,2301.2241258744048,840500.0,94810.0,10000,7473.416090011597,20.02954912185669,-1327743266.345618,False,1083.0,831.0
malaria publish -s 10 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,1194.9710011188151,4747.697713708878,2243.2346860411712,838850.0,94624.0,10000,7292.852878570557,19.02501106262207,-5244407746.359053,False,1058.0,828.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,330.14579705587335,2.5688353300094606,1.0135370918678923,101328153.0,769804.0,10000,38.240909576416016,38.04647612571716,0.0,0,10034.0,11058.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,336.8460413159028,2.760417032241821,0.6340812483608329,101345666.0,708676.0,10000,37.84584999084473,40.04688501358032,0.0,0,10033.0,10132.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,325.2282969734187,2.663145661354065,0.8202449604745499,101375211.0,737662.0,10000,37.198781967163086,37.38575220108032,0.0,0,10033.0,10571.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,334.92149730424103,2.3702099561691283,1.1444311695733385,101419654.0,809128.0,10000,40.09389877319336,39.0444610118866,0.0,0,10027.0,11654.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,329.3565716161244,2.7227949142456054,5.0355799203232285,101428753.0,726982.0,10000,500.8881092071533,36.30182814598084,0.0,0,10030.0,10409.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,314.6481629547501,2.547198748588562,7.142737200611686,101400274.0,806884.0,10000,500.9889602661133,41.04651117324829,0.0,0,10036.0,11620.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,331.9216816253918,2.530642366409302,0.9971423709698612,101327332.0,774304.0,10000,37.07408905029297,36.04152202606201,0.0,0,10030.0,11126.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,331.9948961661089,2.4703476190567017,1.0744385004013597,101310851.0,789694.0,10000,38.60902786254883,34.03917193412781,0.0,0,10030.0,11359.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,326.4061566229612,2.8441149473190306,6.236161068727804,101298754.0,712858.0,10000,621.9379901885986,35.19501709938049,0.0,0,10038.0,10195.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,334.4932458873671,2.386369156837463,1.1125021999223204,101396818.0,805324.0,10000,39.021968841552734,33.03673005104065,0.0,0,10027.0,11596.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,326.8670968520242,1.8792871713638304,1.456808524326438,101345355.0,935188.0,10000,37.45889663696289,40.08524298667908,0.0,0,10030.0,13564.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,322.3635278115654,2.036753225326538,6.984093026083684,101344593.0,917368.0,10000,500.5381107330322,39.04544997215271,0.0,0,10032.0,13294.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,334.910583439024,2.541223955154419,0.9334436701403204,101396158.0,765460.0,10000,36.8189811706543,35.043413162231445,0.0,0,10027.0,10992.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,321.44720154470474,2.9288135528564454,0.5252524984604561,101395479.0,700624.0,10000,39.81900215148926,41.04696297645569,0.0,0,10023.0,10010.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,332.09432226694304,2.5631513833999637,0.9965069345903136,101305412.0,766954.0,10000,40.437936782836914,37.04323196411133,0.0,0,10031.0,11015.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,317.3454279633905,2.352695369720459,7.150891991578373,101295819.0,835672.0,10000,500.8971691131592,40.042876958847046,0.0,0,10039.0,12056.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,331.31378749996446,2.375838470458985,1.1941339187044162,101382336.0,814738.0,10000,39.88790512084961,37.04299592971802,0.0,0,10028.0,11739.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,326.81250938573106,2.137667846679688,6.564525655755133,101357957.0,883666.0,10000,645.4248428344727,40.04520583152771,0.0,0,10037.0,12783.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,318.71573403541964,2.505870604515076,8.666706002677111,101369752.0,809428.0,10000,861.5798950195312,34.11463212966919,0.0,0,10032.0,11658.0
malaria publish -s 10000 -n 10000 -H 20.0.0.254 --json /tngbench_share/malaria.json,0.3,64,317.2465635550388,2.5967706441879272,8.69812398146635,101266387.0,792298.0,10000,501.2478828430176,41.04784607887268,0.0,0,10037.0,11399.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1444.5101211526903,3285.608146476746,1953.768278412737,1989982.0,120112.0,10000,5500.678062438965,14.022441148757936,5.8079259395599365,False,2069.0,1214.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1334.594094998712,3570.144305586815,1880.946100454062,1992394.0,118462.0,10000,5636.512041091919,11.416411876678469,0.0,0,2095.0,1189.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1438.0688621856275,3077.3727889537813,1908.509737162434,1994484.0,120904.0,10000,5282.090187072754,13.017153024673462,5.841363906860352,False,2122.0,1226.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1446.5481100515012,3551.060576415062,2009.3361387039804,1996869.0,123322.0,10000,5778.027057647705,17.022778034210205,6.856575965881348,False,2151.0,1263.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1446.1577332730917,3768.3658518075945,2048.4627240363197,1993662.0,118462.0,10000,6032.448053359985,11.016041994094849,0.0,0,2108.0,1189.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1442.7191544476111,3427.977627468109,1961.873595657635,1990990.0,118240.0,10000,5617.691040039063,15.021505117416382,6.112063884735107,False,2085.0,1186.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1437.9712430024406,3431.616668796539,1984.1872085390216,1993370.0,119296.0,10000,5642.388105392456,17.02288508415222,6.7742979526519775,False,2114.0,1202.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1445.1901071123868,3290.0530737400054,1957.3813254663892,1987674.0,116788.0,10000,5502.283096313477,17.023897886276245,6.460503101348877,False,2038.0,1164.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1449.337290697985,3571.9926726341246,2031.7636161617104,1993155.0,118702.0,10000,5839.970111846924,17.02248215675354,6.23819899559021,False,2097.0,1193.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1437.6373672796817,3225.107854032517,1934.686350434686,1994303.0,120286.0,10000,5425.776958465576,14.019734859466553,6.253846883773804,False,2121.0,1217.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1448.7810965800986,3586.771840143204,2011.620187945717,1990980.0,118540.0,10000,5832.304000854492,11.014298915863035,0.0,0,2072.0,1190.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1439.2873566397484,3385.4642589569094,1974.249282122456,1994090.0,120046.0,10000,5610.05711555481,14.01963710784912,0.0,0,2115.0,1213.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1442.2680025258835,3409.705121469497,1988.7189237635173,1993873.0,120286.0,10000,5651.491165161133,15.019634008407593,6.093717098236084,False,2116.0,1217.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1425.562853435536,3542.538827776909,1989.9679953071825,1993665.0,119890.0,10000,5741.920948028564,15.020664930343628,6.645726919174194,False,2108.0,1211.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1449.201431792926,3447.7556945562364,1997.103845726645,1994891.0,121408.0,10000,5708.656787872314,17.023924827575684,6.174307107925415,False,2129.0,1234.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1365.694851254245,3585.8790133953094,1877.606955987455,1990054.0,118000.0,10000,5640.854120254517,13.027311086654665,6.750143051147461,False,2077.0,1182.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1441.3751633113652,3452.169944500923,1980.3307029404748,1992578.0,118726.0,10000,5675.002098083496,17.025027990341187,6.293565988540649,False,2102.0,1193.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1318.6989528515976,3698.534387922287,1870.4705892495615,1994719.0,120442.0,10000,5747.016906738281,14.01850199699402,6.850307941436768,False,2118.0,1219.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1444.187225130645,3511.2206069946287,2009.2437902797456,1994976.0,120970.0,10000,5739.923000335693,14.018169164657593,6.61037802696228,False,2133.0,1227.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 1 --json /tngbench_share/malaria.json,0.3,512,1448.4168231814983,3522.5867747306825,2007.8170947677784,1993094.0,119626.0,10000,5775.645017623901,18.02338004112244,6.758285045623779,False,2118.0,1207.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,512,463.9390825104856,5016.212320399284,2481.925068255256,2128304.0,248264.0,10000,20792.5238609314,25.034920930862427,21.499150037765503,True,3271.0,2548.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,512,478.50497860094646,5169.986425447464,2518.910173005977,2142495.0,268508.0,10000,20512.213945388798,27.036412000656128,21.31468892097473,True,3593.0,2856.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,512,478.0710926359512,4971.457196712494,2612.9535671582667,2125072.0,250802.0,10000,20325.87194442749,30.04027509689331,20.79211902618408,True,3264.0,2587.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,512,476.8563722437136,4350.445622515678,2520.519021170575,2155246.0,287510.0,10000,20729.547023773197,26.034533977508545,21.155603885650635,True,3757.0,3143.0
malaria publish -t -n 10000 -H 20.0.0.254 -q 2 --json /tngbench_share/malaria.json,0.3,512,477.7063955489464,4893.461201643944,2587.169642907508,2123631.0,246608.0,10000,20228.880882263184,31.04004120826721,21.090981006622314,True,3259.0,2524.0
